id;region
35.08.03;CANDIPURO
35.08.04;PASIRIAN
35.08.05;TEMPEH
35.08.06;KUNIR
35.08.07;YOSOWILANGUN
35.08.08;ROWOKANGKUNG
35.08.09;TEKUNG
35.08.10;LUMAJANG
35.08.11;PASRUJAMBE
35.08.12;SENDURO
35.08.13;GUCIALIT
35.08.14;PADANG
35.08.15;SUKODONO
35.08.16;KEDUNGJAJANG
35.08.17;JATIROTO
35.08.18;RANDUAGUNG
35.08.19;KLAKAH
35.08.20;RANUYOSO
35.08.21;SUMBERSUKO
35.09;KAB. JEMBER
35.09.01;JOMBANG
35.09.02;KENCONG
35.09.03;SUMBERBARU
35.09.04;GUMUKMAS
35.09.05;UMBULSARI
35.09.06;TANGGUL
35.09.07;SEMBORO
35.09.08;PUGER
35.09.09;BANGSALSARI
35.09.10;BALUNG
35.09.11;WULUHAN
35.09.12;AMBULU
35.09.13;RAMBIPUJI
35.09.14;PANTI
35.09.15;SUKORAMBI
35.09.16;JENGGAWAH
35.09.17;AJUNG
35.09.18;TEMPUREJO
35.09.19;KALIWATES
35.09.20;PATRANG
35.09.21;SUMBERSARI
35.09.22;ARJASA
35.09.23;MUMBULSARI
35.09.24;PAKUSARI
35.09.25;JELBUK
35.09.26;MAYANG
35.09.27;KALISAT
35.09.28;LEDOKOMBO
35.09.29;SUKOWONO
35.09.30;SILO
35.09.31;SUMBERJAMBE
35.10;KAB. BANYUWANGI
35.10.01;PESANGGARAN
35.10.02;BANGOREJO
35.10.03;PURWOHARJO
35.10.04;TEGALDLIMO
35.10.05;MUNCAR
35.10.06;CLURING
35.10.07;GAMBIRAN
35.10.08;SRONO
35.10.09;GENTENG
35.10.10;GLENMORE
35.10.11;KALIBARU
35.10.12;SINGOJURUH
35.10.13;ROGOJAMPI
35.10.14;KABAT
35.10.15;GLAGAH
35.10.16;BANYUWANGI
35.10.17;GIRI
35.10.18;WONGSOREJO
35.10.19;SONGGON
35.10.20;SEMPU
35.10.21;KALIPURO
35.10.22;SILIRAGUNG
35.10.23;TEGALSARI
35.10.24;LICIN
35.10.25;BLIMBINGSARI
35.11;KAB. BONDOWOSO
35.11.01;MAESAN
35.11.02;TAMANAN
35.11.03;TLOGOSARI
35.11.04;SUKOSARI
35.11.05;PUJER
35.11.06;GRUJUGAN
35.11.07;CURAHDAMI
35.11.08;TENGGARANG
35.11.09;WONOSARI
35.11.10;TAPEN
35.11.11;BONDOWOSO
35.11.12;WRINGIN
35.11.13;TEGALAMPEL
35.11.14;KLABANG
35.11.15;CERMEE
35.11.16;PRAJEKAN
35.11.17;PAKEM
35.11.18;SUMBERWRINGIN
35.11.19;SEMPOL
35.11.20;BINAKAL
35.11.21;TAMAN KROCOK
35.11.22;BOTOLINGGO
35.11.23;JAMBESARI DARUS SHOLAH
35.12;KAB. SITUBONDO
35.12.01;JATIBANTENG
35.12.02;BESUKI
35.12.03;SUBOH
35.12.04;MLANDINGAN
35.12.05;KENDIT
35.12.06;PANARUKAN
35.12.07;SITUBONDO
35.12.08;PANJI
35.12.09;MANGARAN
35.12.10;KAPONGAN
35.12.11;ARJASA
35.12.12;JANGKAR
35.12.13;ASEMBAGUS
35.12.14;BANYUPUTIH
35.12.15;SUMBERMALANG
35.12.16;BANYUGLUGUR
35.12.17;BUNGATAN
35.13;KAB. PROBOLINGGO
35.13.01;SUKAPURA
35.13.02;SUMBER
35.13.03;KURIPAN
35.13.04;BANTARAN
35.13.05;LECES
35.13.06;BANYUANYAR
35.13.07;TIRIS
35.13.08;KRUCIL
35.13.09;GADING
35.13.10;PAKUNIRAN
35.13.11;KOTAANYAR
35.13.12;PAITON
35.13.13;BESUK
35.13.14;KRAKSAAN
35.13.15;KREJENGAN
35.13.16;PEJARAKAN
35.13.17;MARON
35.13.18;GENDING
35.13.19;DRINGU
35.13.20;TEGALSIWALAN
35.13.21;SUMBERASIH
35.13.22;WONOMERTO
35.13.23;TONGAS
35.13.24;LUMBANG
35.14;KAB. PASURUAN
35.14.01;PURWODADI
35.14.02;TUTUR
35.14.03;PUSPO
35.14.04;LUMBANG
35.14.05;PASREPAN
35.14.06;KEJAYAN
35.14.07;WONOREJO
35.14.08;PURWOSARI
35.14.09;SUKOREJO
35.14.10;PRIGEN
35.14.11;PANDAAN
35.14.12;GEMPOL
35.14.13;BEJI
35.14.14;BANGIL
35.14.15;REMBANG
35.14.16;KRATON
35.14.17;POHJENTREK
35.14.18;GONDANGWETAN
35.14.19;WINONGAN
35.14.20;GRATI
35.14.21;NGULING
35.14.22;LEKOK
35.14.23;REJOSO
35.14.24;TOSARI
35.15;KAB. SIDOARJO
35.15.01;TARIK
35.15.02;PRAMBON
35.15.03;KREMBUNG
35.15.04;PORONG
35.15.05;JABON
35.15.06;TANGGULANGIN
35.15.07;CANDI
35.15.08;SIDOARJO
35.15.09;TULANGAN
35.15.10;WONOAYU
35.15.11;KRIAN
35.15.12;BALONGBENDO
35.15.13;TAMAN
35.15.14;SUKODONO
35.15.15;BUDURAN
35.15.16;GEDANGAN
35.15.17;SEDATI
35.15.18;WARU
35.16;KAB. MOJOKERTO
35.16.01;JATIREJO
35.16.02;GONDANG
35.16.03;PACET
35.16.04;TRAWAS
35.16.05;NGORO
35.16.06;PUNGGING
35.16.07;KUTOREJO
35.16.08;MOJOSARI
35.16.09;DLANGGU
35.16.10;BANGSAL
35.16.11;PURI
35.16.12;TROWULAN
35.16.13;SOOKO
35.16.14;GEDEG
35.16.15;KEMLAGI
35.16.16;JETIS
35.16.17;DAWARBLANDONG
35.16.18;MOJOANYAR
35.17;KAB. JOMBANG
35.17.01;PERAK
35.17.02;GUDO
35.17.03;NGORO
35.17.04;BARENG
35.17.05;WONOSALAM
35.17.06;MOJOAGUNG
35.17.07;MOJOWARNO
35.17.08;DIWEK
35.17.09;JOMBANG
35.17.10;PETERONGAN
35.17.11;SUMOBITO
35.17.12;KESAMBEN
35.17.13;TEMBELANG
35.17.14;PLOSO
35.17.15;PLANDAAN
35.17.16;KABUH
35.17.17;KUDU
35.17.18;BANDARKEDUNGMULYO
35.17.19;JOGOROTO
35.17.20;MEGALUH
35.17.21;NGUSIKAN
35.18;KAB. NGANJUK
35.18.01;SAWAHAN
35.18.02;NGETOS
35.18.03;BERBEK
35.18.04;LOCERET
35.18.05;PACE
35.18.06;PRAMBON
35.18.07;NGRONGGOT
35.18.08;KERTOSONO
35.18.09;PATIANROWO
35.18.10;BARON
35.18.11;TANJUNGANOM
35.18.12;SUKOMORO
35.18.13;NGANJUK
35.18.14;BAGOR
35.18.15;WILANGAN
35.18.16;REJOSO
35.18.17;GONDANG
35.18.18;NGLUYU
35.18.19;LENGKONG
35.18.20;JATIKALEN
35.19;KAB. MADIUN
35.19.01;KEBON SARI
35.19.02;DOLOPO
35.19.03;GEGER
35.19.04;DAGANGAN
35.19.05;KARE
35.19.06;GEMARANG
35.19.07;WUNGU
35.19.08;MADIUN
35.19.09;JIWAN
35.19.10;BALEREJO
35.19.11;MEJAYAN
35.19.12;SARADAN
35.19.13;PILANGKENCENG
35.19.14;SAWAHAN
35.19.15;WONOASRI
35.20;KAB. MAGETAN
35.20.01;PONCOL
35.20.02;PARANG
35.20.03;LEMBEYAN
35.20.04;TAKERAN
35.20.05;KAWEDANAN
35.20.06;MAGETAN
35.20.07;PLAOSAN
35.20.08;PANEKAN
35.20.09;SUKOMORO
35.20.10;BENDO
35.20.11;MAOSPATI
35.20.12;BARAT
35.20.13;KARANGREJO
35.20.14;KARAS
35.20.15;KARTOHARJO
35.20.16;NGARIBOYO
35.20.17;NGUNTORONADI
35.20.18;SIDOREJO
35.21;KAB. NGAWI
35.21.01;SINE
35.21.02;NGRAMBE
35.21.03;JOGOROGO
35.21.04;KENDAL
35.21.05;GENENG
35.21.06;KWADUNGAN
35.21.07;KARANGJATI
35.21.08;PADAS
35.21.09;NGAWI
35.21.10;PARON
35.21.11;KEDUNGGALAR
35.21.12;WIDODAREN
35.21.13;MANTINGAN
35.21.14;PANGKUR
35.21.15;BRINGIN
35.21.16;PITU
35.21.17;KARANGANYAR
35.21.18;GERIH
35.21.19;KASREMAN
35.22;KAB. BOJONEGORO
35.22.01;NGRAHO
35.22.02;TAMBAKREJO
35.22.03;NGAMBON
35.22.04;NGASEM
35.22.05;BUBULAN
35.22.06;DANDER
35.22.07;SUGIHWARAS
35.22.08;KEDUNGADEM
35.22.09;KEPOHBARU
35.22.10;BAURENO
35.22.11;KANOR
35.22.12;SUMBEREJO
35.22.13;BALEN
35.22.14;KAPAS
35.22.15;BOJONEGORO
35.22.16;KALITIDU
35.22.17;MALO
35.22.18;PURWOSARI
35.22.19;PADANGAN
35.22.20;KASIMAN
35.22.21;TEMAYANG
35.22.22;MARGOMULYO
35.22.23;TRUCUK
35.22.24;SUKOSEWU
35.22.25;KEDEWAN
35.22.26;GONDANG
35.22.27;SEKAR
35.22.28;GAYAM
35.23;KAB. TUBAN
35.23.01;KENDURUAN
35.23.02;JATIROGO
35.23.03;BANGILAN
35.23.04;BANCAR
35.23.05;SENORI
35.23.06;TAMBAKBOYO
35.23.07;SINGGAHAN
35.23.08;KEREK
35.23.09;PARENGAN
35.23.10;MONTONG
35.23.11;SOKO
35.23.12;JENU
35.23.13;MERAKURAK
35.23.14;RENGEL
35.23.15;SEMANDING
35.23.16;TUBAN
35.23.17;PLUMPANG
35.23.18;PALANG
35.23.19;WIDANG
35.23.20;GRABAGAN
35.24;KAB. LAMONGAN
35.24.01;SUKORAME
35.24.02;BLULUK
35.24.03;MODO
35.24.04;NGIMBANG
35.24.05;BABAT
35.24.06;KEDUNGPRING
35.24.07;BRONDONG
35.24.08;LAREN
35.24.09;SEKARAN
35.24.10;MADURAN
35.24.11;SAMBENG
35.24.12;SUGIO
35.24.13;PUCUK
35.24.14;PACIRAN
35.24.15;SOLOKURO
35.24.16;MANTUP
35.24.17;SUKODADI
35.24.18;KARANGGENENG
35.24.19;KEMBANGBAHU
35.24.20;KALITENGAH
35.24.21;TURI
35.24.22;LAMONGAN
35.24.23;TIKUNG
35.24.24;KARANGBINANGUN
35.24.25;DEKET
35.24.26;GLAGAH
35.24.27;SARIREJO
35.25;KAB. GRESIK
35.25.01;DUKUN
35.25.02;BALONGPANGGANG
35.25.03;PANCENG
35.25.04;BENJENG
35.25.05;DUDUKSAMPEYAN
35.25.06;WRINGINANOM
35.25.07;UJUNGPANGKAH
35.25.08;KEDAMEAN
35.25.09;SIDAYU
35.25.10;MANYAR
35.25.11;CERME
35.25.12;BUNGAH
35.25.13;MENGANTI
35.25.14;KEBOMAS
35.25.15;DRIYOREJO
35.25.16;GRESIK
35.25.17;SANGKAPURA
35.25.18;TAMBAK
35.26;KAB. BANGKALAN
35.26.01;BANGKALAN
35.26.02;SOCAH
35.26.03;BURNEH
35.26.04;KAMAL
35.26.05;AROSBAYA
35.26.06;GEGER
35.26.07;KLAMPIS
35.26.08;SEPULU
35.26.09;TANJUNG BUMI
35.26.10;KOKOP
35.26.11;KWANYAR
35.26.12;LABANG
35.26.13;TANAH MERAH
35.26.14;TRAGAH
35.26.15;BLEGA
35.26.16;MODUNG
35.26.17;KONANG
35.26.18;GALIS
35.27;KAB. SAMPANG
35.27.01;SRESEH
35.27.02;TORJUN
35.27.03;SAMPANG
35.27.04;CAMPLONG
35.27.05;OMBEN
35.27.06;KEDUNGDUNG
35.27.07;JRENGIK
35.27.08;TAMBELANGAN
35.27.09;BANYUATES
35.27.10;ROBATAL
35.27.11;SOKOBANAH
35.27.12;KETAPANG
35.27.13;PANGARENGAN
35.27.14;KARANGPENANG
35.28;KAB. PAMEKASAN
35.28.01;TLANAKAN
35.28.02;PADEMAWU
35.28.03;GALIS
35.28.04;PAMEKASAN
35.28.05;PROPPO
35.28.06;PALENGGAAN
35.28.07;PEGANTENAN
35.28.08;LARANGAN
35.28.09;PAKONG
35.28.10;WARU
35.28.11;BATUMARMAR
35.28.12;KADUR
35.28.13;PASEAN
35.29;KAB. SUMENEP
35.29.01;KOTA SUMENEP
35.29.02;KALIANGET
35.29.03;MANDING
35.29.04;TALANGO
35.29.05;BLUTO
35.29.06;SARONGGI
35.29.07;LENTENG
35.29.08;GILIGINTING
35.29.09;GULUK-GULUK
35.29.10;GANDING
35.29.11;PRAGAAN
35.29.12;AMBUNTEN
35.29.13;PASONGSONGAN
35.29.14;DASUK
35.29.15;RUBARU
35.29.16;BATANG BATANG
35.29.17;BATUPUTIH
35.29.18;DUNGKEK
35.29.19;GAPURA
35.29.20;GAYAM
35.29.21;NONGGUNONG
35.29.22;RAAS
35.29.23;MASALEMBU
35.29.24;ARJASA
35.29.25;SAPEKEN
35.29.26;BATUAN
35.29.27;KANGAYAN
35.71;KOTA KEDIRI
35.71.01;MOJOROTO
35.71.02;KOTA
35.71.03;PESANTREN
35.72;KOTA BLITAR
35.72.01;KEPANJENKIDUL
35.72.02;SUKOREJO
35.72.03;SANANWETAN
35.73;KOTA MALANG
35.73.01;BLIMBING
35.73.02;KLOJEN
35.73.03;KEDUNGKANDANG
35.73.04;SUKUN
35.73.05;LOWOKWARU
35.74;KOTA PROBOLINGGO
35.74.01;KADEMANGAN
35.74.02;WONOASIH
35.74.03;MAYANGAN
35.74.04;KANIGARAN
35.74.05;KEDOPOK
35.75;KOTA PASURUAN
35.75.01;GADINGREJO
35.75.02;PURWOREJO
35.75.03;BUGUL KIDUL
35.75.04;PANGGUNGREJO
35.76;KOTA MOJOKERTO
35.76.01;PRAJURITKULON
35.76.02;MAGERSARI
35.76.03;KRANGGAN
35.77;KOTA MADIUN
35.77.01;KARTOHARJO
35.77.02;MANGUHARJO
35.77.03;TAMAN
35.78;KOTA SURABAYA
35.78.01;KARANG PILANG
35.78.02;WONOCOLO
35.78.03;RUNGKUT
35.78.04;WONOKROMO
35.78.05;TEGALSARI
35.78.06;SAWAHAN
35.78.07;GENTENG
35.78.08;GUBENG
35.78.09;SUKOLILO
35.78.10;TAMBAKSARI
35.78.11;SIMOKERTO
35.78.12;PABEAN CANTIAN
35.78.13;BUBUTAN
35.78.14;TANDES
35.78.15;KREMBANGAN
35.78.16;SEMAMPIR
35.78.17;KENJERAN
35.78.18;LAKARSANTRI
35.78.19;BENOWO
35.78.20;WIYUNG
35.78.21;DUKUH PAKIS
35.78.22;GAYUNGAN
35.78.23;JAMBANGAN
35.78.24;TENGGILIS MEJOYO
35.78.25;GUNUNG ANYAR
35.78.26;MULYOREJO
35.78.27;SUKOMANUNGGAL
35.78.28;ASEM ROWO
35.78.29;BULAK
35.78.30;PAKAL
35.78.31;SAMBIKEREP
35.79;KOTA BATU
35.79.01;BATU
35.79.02;BUMIAJI
35.79.03;JUNREJO
36;BANTEN
36.01;KAB. PANDEGLANG
36.01.01;SUMUR
36.01.02;CIMANGGU
36.01.03;CIBALIUNG
36.01.04;CIKEUSIK
36.01.05;CIGEULIS
36.01.06;PANIMBANG
36.01.07;ANGSANA
36.01.08;MUNJUL
36.01.09;PAGELARAN
36.01.10;BOJONG
36.01.11;PICUNG
36.01.12;LABUAN
36.01.13;MENES
36.01.14;SAKETI
36.01.15;CIPEUCANG
36.01.16;JIPUT
36.01.17;MANDALAWANGI
36.01.18;CIMANUK
36.01.19;KADUHEJO
36.01.20;BANJAR
36.01.21;PANDEGLANG
36.01.22;CADASARI
36.01.23;CISATA
36.01.24;PATIA
36.01.25;KARANG TANJUNG
36.01.26;CIKEDAL
36.01.27;CIBITUNG
36.01.28;CARITA
36.01.29;SUKARESMI
36.01.30;MEKARJAYA
36.01.31;SINDANGRESMI
36.01.32;PULOSARI
36.01.33;KORONCONG
36.01.34;MAJASARI
36.01.35;SOBANG
36.02;KAB. LEBAK
36.02.01;MALINGPING
36.02.02;PANGGARANGAN
36.02.03;BAYAH
36.02.04;CIPANAS
36.02.05;MUNCANG
36.02.06;LEUWIDAMAR
36.02.07;BOJONGMANIK
36.02.08;GUNUNGKENCANA
36.02.09;BANJARSARI
36.02.10;CILELES
36.02.11;CIMARGA
36.02.12;SAJIRA
36.02.13;MAJA
36.02.14;RANGKASBITUNG
36.02.15;WARUNGGUNUNG
36.02.16;CIJAKU
36.02.17;CIKULUR
36.02.18;CIBADAK
36.02.19;CIBEBER
36.02.20;CILOGRANG
36.02.21;WANASALAM
36.02.22;SOBANG
36.02.23;CURUG BITUNG
36.02.24;KALANGANYAR
36.02.25;LEBAKGEDONG
36.02.26;CIHARA
36.02.27;CIRINTEN
36.02.28;CIGEMLONG
36.03;KAB. TANGERANG
36.03.01;BALARAJA
36.03.02;JAYANTI
36.03.03;TIGARAKSA
36.03.04;JAMBE
36.03.05;CISOKA
36.03.06;KRESEK
36.03.07;KRONJO
36.03.08;MAUK
36.03.09;KEMIRI
36.03.10;SUKADIRI
36.03.11;RAJEG
36.03.12;PASAR KEMIS
36.03.13;TELUKNAGA
36.03.14;KOSAMBI
36.03.15;PAKUHAJI
36.03.16;SEPATAN
36.03.17;CURUG
36.03.18;CIKUPA
36.03.19;PANONGAN
36.03.20;LEGOK
36.03.22;PAGEDANGAN
36.03.23;CISAUK
36.03.27;SUKAMULYA
36.03.28;KELAPA DUA
36.03.29;SINDANG JAYA
36.03.30;SEPATAN TIMUR
36.03.31;SOLEAR
36.03.32;GUNUNG KALER
36.03.33;MEKAR BARU
36.04;KAB. SERANG
36.04.05;KRAMATWATU
36.04.06;WARINGINKURUNG
36.04.07;BOJONEGARA
36.04.08;PULO AMPEL
36.04.09;CIRUAS
36.04.11;KRAGILAN
36.04.12;PONTANG
36.04.13;TIRTAYASA
36.04.14;TANARA
36.04.15;CIKANDE
36.04.16;KIBIN
36.04.17;CARENANG
36.04.18;BINUANG
36.04.19;PETIR
36.04.20;TUNJUNG TEJA
36.04.22;BAROS
36.04.23;CIKEUSAL
36.04.24;PAMARAYAN
36.04.25;KOPO
36.04.26;JAWILAN
36.04.27;CIOMAS
36.04.28;PABUARAN
36.04.29;PADARINCANG
36.04.30;ANYAR
36.04.31;CINANGKA
36.04.32;MANCAK
36.04.33;GUNUNG SARI
36.04.34;BANDUNG
36.04.35;LEBAK WANGI
36.71;KOTA TANGERANG
36.71.01;TANGERANG
36.71.02;JATIUWUNG
36.71.03;BATUCEPER
36.71.04;BENDA
36.71.05;CIPONDOH
36.71.06;CILEDUG
36.71.07;KARAWACI
36.71.08;PERIUK
36.71.09;CIBODAS
36.71.10;NEGLASARI
36.71.11;PINANG
36.71.12;KARANG TENGAH
36.71.13;LARANGAN
36.72;KOTA CILEGON
36.72.01;CIBEBER
36.72.02;CILEGON
36.72.03;PULOMERAK
36.72.04;CIWANDAN
36.72.05;JOMBANG
36.72.06;GEROGOL
36.72.07;PURWAKARTA
36.72.08;CITANGKIL
36.73;KOTA SERANG
36.73.01;SERANG
36.73.02;KASEMEN
36.73.03;WALANTAKA
36.73.04;CURUG
36.73.05;CIPOCOK JAYA
36.73.06;TAKTAKAN
36.74;KOTA TANGERANG SELATAN
36.74.01;SERPONG
36.74.02;SERPONG UTARA
36.74.03;PONDOK AREN
36.74.04;CIPUTAT
36.74.05;CIPUTAT TIMUR
36.74.06;PAMULANG
36.74.07;SETU
51;BALI
51.01;KAB. JEMBRANA
51.01.01;NEGARA
51.01.02;MENDOYO
51.01.03;PEKUTATAN
51.01.04;MELAYA
51.01.05;JEMBRANA
51.02;KAB. TABANAN
51.02.01;SELEMADEG
51.02.02;SALAMADEG TIMUR
51.02.03;SALEMADEG BARAT
51.02.04;KERAMBITAN
51.02.05;TABANAN
51.02.06;KEDIRI
51.02.07;MARGA
51.02.08;PENEBEL
51.02.09;BATURITI
51.02.10;PUPUAN
51.03;KAB. BADUNG
51.03.01;KUTA
51.03.02;MENGWI
51.03.03;ABIANSEMAL
51.03.04;PETANG
51.03.05;KUTA SELATAN
51.03.06;KUTA UTARA
51.04;KAB. GIANYAR
51.04.01;SUKAWATI
51.04.02;BLAHBATUH
51.04.03;GIANYAR
51.04.04;TAMPAKSIRING
51.04.05;UBUD
51.04.06;TEGALLALANG
51.04.07;PAYANGAN
51.05;KAB. KLUNGKUNG
51.05.01;NUSA PENIDA
51.05.02;BANJARANGKAN
51.05.03;KLUNGKUNG
51.05.04;DAWAN
51.06;KAB. BANGLI
51.06.01;SUSUT
51.06.02;BANGLI
51.06.03;TEMBUKU
51.06.04;KINTAMANI
51.07;KAB. KARANGASEM
51.07.01;RENDANG
51.07.02;SIDEMEN
51.07.03;MANGGIS
51.07.04;KARANGASEM
51.07.05;ABANG
51.07.06;BEBANDEM
51.07.07;SELAT
51.07.08;KUBU
51.08;KAB. BULELENG
51.08.01;GEROKGAK
51.08.02;SERIRIT
51.08.03;BUSUNGBIU
51.08.04;BANJAR
51.08.05;SUKASADA
51.08.06;BULELENG
51.08.07;SAWAN
51.08.08;KUBUTAMBAHAN
51.08.09;TEJAKULA
51.71;KOTA DENPASAR
51.71.01;DENPASAR SELATAN
51.71.02;DENPASAR TIMUR
51.71.03;DENPASAR BARAT
51.71.04;DENPASAR UTARA
52;NUSA TENGGARA BARAT
52.01;KAB. LOMBOK BARAT
52.01.01;GERUNG
52.01.02;KEDIRI
52.01.03;NARMADA
52.01.07;SEKOTONG
52.01.08;LABUAPI
52.01.09;GUNUNGSARI
52.01.12;LINGSAR
52.01.13;LEMBAR
52.01.14;BATU LAYAR
52.01.15;KURIPAN
52.02;KAB. LOMBOK TENGAH
52.02.01;PRAYA
52.02.02;JONGGAT
52.02.03;BATUKLIANG
52.02.04;PUJUT
52.02.05;PRAYA BARAT
52.02.06;PRAYA TIMUR
52.02.07;JANAPRIA
52.02.08;PRINGGARATA
52.02.09;KOPANG
52.02.10;PRAYA TENGAH
52.02.11;PRAYA BARAT DAYA
52.02.12;BATUKLIANG UTARA
52.03;KAB. LOMBOK TIMUR
52.03.01;KERUAK
52.03.02;SAKRA
52.03.03;TERARA
52.03.04;SIKUR
52.03.05;MASBAGIK
52.03.06;SUKAMULIA
52.03.07;SELONG
52.03.08;PRINGGABAYA
52.03.09;AIKMEL
52.03.10;SAMBELIA
52.03.11;MONTONG GADING
52.03.12;PRINGGASELA
52.03.13;SURALAGA
52.03.14;WANASABA
52.03.15;SEMBALUN
52.03.16;SUWELA
52.03.17;LABUHAN HAJI
52.03.18;SAKRA TIMUR
52.03.19;SAKRA BARAT
52.03.20;JEROWARU
52.03.21;LENEK
52.04;KAB. SUMBAWA
52.04.02;LUNYUK
52.04.05;ALAS
52.04.06;UTAN
52.04.07;BATU LANTEH
52.04.08;SUMBAWA
52.04.09;MOYO HILIR
52.04.10;MOYO HULU
52.04.11;ROPANG
52.04.12;LAPE
52.04.13;PLAMPANG
52.04.14;EMPANG
52.04.17;ALAS BARAT
52.04.18;LABUHAN BADAS
52.04.19;LABANGKA
52.04.20;BUER
52.04.21;RHEE
52.04.22;UNTER IWES
52.04.23;MOYO UTARA
52.04.24;MARONGE
52.04.25;TARANO
52.04.26;LOPOK
52.04.27;LENANGGUAR
52.04.28;ORONG TELU
52.04.29;LANTUNG
52.05;KAB. DOMPU
52.05.01;DOMPU
52.05.02;KEMPO
52.05.03;HU'U
52.05.04;KILO
52.05.05;WOJA
52.05.06;PEKAT
52.05.07;MANGGALEWA
52.05.08;PAJO
52.06;KAB. BIMA
52.06.01;MONTA
52.06.02;BOLO
52.06.03;WOHA
52.06.04;BELO
52.06.05;WAWO
52.06.06;SAPE
52.06.07;WERA
52.06.08;DONGGO
52.06.09;SANGGAR
52.06.10;AMBALAWI
52.06.11;LANGGUDU
52.06.12;LAMBU
52.06.13;MADAPANGGA
52.06.14;TAMBORA
52.06.15;SOROMANDI
52.06.16;PARADO
52.06.17;LAMBITU
52.06.18;PALIBELO
52.07;KAB. SUMBAWA BARAT
52.07.01;JEREWEH
52.07.02;TALIWANG
52.07.03;SETELUK
52.07.04;SEKONGKANG
52.07.05;BRANG REA
52.07.06;POTO TANO
52.07.07;BRANG ENE
52.07.08;MALUK
52.08;KAB. LOMBOK UTARA
52.08.01;TANJUNG
52.08.02;GANGGA
52.08.03;KAYANGAN
52.08.04;BAYAN
52.08.05;PEMENANG
52.71;KOTA MATARAM
52.71.01;AMPENAN
52.71.02;MATARAM
52.71.03;CAKRANEGARA
52.71.04;SEKARBELA
52.71.05;SELAPRANG
52.71.06;SANDUBAYA
52.72;KOTA BIMA
52.72.01;RASANAE BARAT
52.72.02;RASANAE TIMUR
52.72.03;ASAKOTA
52.72.04;RABA
52.72.05;MPUNDA
53;NUSA TENGGARA TIMUR
53.01;KAB. KUPANG
53.01.04;SEMAU
53.01.05;KUPANG BARAT
53.01.06;KUPANG TIMUR
53.01.07;SULAMU
53.01.08;KUPANG TENGAH
53.01.09;AMARASI
53.01.10;FATULEU
53.01.11;TAKARI
53.01.12;AMFOANG SELATAN
53.01.13;AMFOANG UTARA
53.01.16;NEKAMESE
53.01.17;AMARASI BARAT
53.01.18;AMARASI SELATAN
53.01.19;AMARASI TIMUR
53.01.20;AMABI OEFETO TIMUR
53.01.21;AMFOANG BARAT DAYA
53.01.22;AMFOANG BARAT LAUT
53.01.23;SEMAU SELATAN
53.01.24;TAEBENU
53.01.25;AMABI OEFETO
53.01.26;AMFOANG TIMUR
53.01.27;FATULEU BARAT
53.01.28;FATULEU TENGAH
53.01.30;AMFOANG TENGAH
53.02;KAB TIMOR TENGAH SELATAN
53.02.01;KOTA SOE
53.02.02;MOLLO SELATAN
53.02.03;MOLLO UTARA
53.02.04;AMANUBAN TIMUR
53.02.05;AMANUBAN TENGAH
53.02.06;AMANUBAN SELATAN
53.02.07;AMANUBAN BARAT
53.02.08;AMANATUN SELATAN
53.02.09;AMANATUN UTARA
53.02.10;KI'E
53.02.11;KUANFATU
53.02.12;FATUMNASI
53.02.13;POLEN
53.02.14;BATU PUTIH
53.02.15;BOKING
53.02.16;TOIANAS
53.02.17;NUNKOLO
53.02.18;OENINO
53.02.19;KOLBANO
53.02.20;KOT OLIN
53.02.21;KUALIN
53.02.22;MOLLO BARAT
53.02.23;KOK BAUN
53.02.24;NOEBANA
53.02.25;SANTIAN
53.02.26;NOEBEBA
53.02.27;KUATNANA
53.02.28;FAUTMOLO
53.02.29;FATUKOPA
53.02.30;MOLLO TENGAH
53.02.31;TOBU
53.02.32;NUNBENA
53.03;KAB. TIMOR TENGAH UTARA
53.03.01;MIOMAFO TIMUR
53.03.02;MIOMAFO BARAT
53.03.03;BIBOKI SELATAN
53.03.04;NOEMUTI
53.03.05;KOTA KEFAMENANU
53.03.06;BIBOKI UTARA
53.03.07;BIBOKI ANLEU
53.03.08;INSANA
53.03.09;INSANA UTARA
53.03.10;NOEMUTI TIMUR
53.03.11;MIOMAFFO TENGAH
53.03.12;MUSI
53.03.13;MUTIS
53.03.14;BIKOMI SELATAN
53.03.15;BIKOMI TENGAH
53.03.16;BIKOMI NILULAT
53.03.17;BIKOMI UTARA
53.03.18;NAIBENU
53.03.19;INSANA FAFINESU
53.03.20;INSANA BARAT
53.03.21;INSANA TENGAH
53.03.22;BIBOKI TAN PAH
53.03.23;BIBOKI MOENLEU
53.03.24;BIBOKI FEOTLEU
53.04;KAB. BELU
53.04.01;LAMAKNEN
53.04.02;TASIFETOTIMUR
53.04.03;RAIHAT
53.04.04;TASIFETO BARAT
53.04.05;KAKULUK MESAK
53.04.12;KOTA ATAMBUA
53.04.13;RAIMANUK
53.04.17;LASIOLAT
53.04.18;LAMAKNEN SELATAN
53.04.21;ATAMBUA BARAT
53.04.22;ATAMBUA SELATAN
53.04.23;NANAET DUABESI
53.05;KAB. ALOR
53.05.01;TELUK MUTIARA
53.05.02;ALOR BARAT LAUT
53.05.03;ALOR BARAT DAYA
53.05.04;ALOR SELATAN
53.05.05;ALOR TIMUR
53.05.06;PANTAR
53.05.07;ALOR TENGAH UTARA
53.05.08;ALOR TIMUR LAUT
